id,label
10000,0.9999317527
10001,3.05333778669592E-05
10002,2.8291631679167E-05
10003,0.9995068312
10004,0.7476807833
10005,5.44394879398169E-06
10006,4.73340691087287E-08
10007,8.90542469278444E-06
10008,0.00000377
10009,2.64238860836485E-05
1000,0.9980565906
10010,0.9999943972
10011,0.9999052286
10012,1.88244102901081E-05
10013,1.66623194672866E-05
10014,0.0001576952
10015,0.9999453425
10016,3.84668510378106E-06
10017,7.83621362643316E-05
10018,0.0007930069
10019,9.20162108286604E-07
1001,6.00823224505831E-10
10020,7.37985737941926E-06
10021,8.21706908027409E-06
10022,0.9997394681
10023,0.9999927878
10024,0.9999925494
10025,0.9997888803
10026,0.9984998703
10027,0.9999684691
10028,5.73793186049443E-05
10029,0.9990844727
1002,0.9996957779
10030,0.9999986291
10031,0.0950372964
10032,0.1292007864
10033,0.0005930198
10034,0.9999603629
10035,0.9999767542
10036,0.999999702
10037,0.5614663363
10038,0.9998586178
10039,0.9999955297
1003,0.9999939799
10040,1.50244261476473E-06
10041,0.9999824762
10042,0.9318391681
10043,0.9999994636
10044,2.11548666584349E-07
10045,0.999789238
10046,0.9946044683
10047,0.9998648763
10048,0.9999942183
10049,0.0006117836
1004,0.9999880791
10050,0.01801157
10051,0.0047760322
10052,2.99275179713732E-05
10053,0.9936739802
10054,0.0051763691
10055,3.09798124362715E-05
10056,0.9999032617
10057,0.0128929224
10058,0.9994133711
10059,0.9994109273
1005,8.468791179439E-08
10060,0.9999721646
10061,0.0188917294
10062,0.0002066898
10063,0.9980781078
10064,0.9999853969
10065,0.1027629226
10066,0.0005092232
10067,2.28049248107709E-05
10068,2.54485676123295E-05
10069,1.20867007353809E-05
1006,0.9999979734
10070,0.9985620379
10071,0.000004419
10072,1.26468048620154E-05
10073,0.9891752005
10074,2.81285736036807E-07
10075,0.3835545778
10076,2.10578627957148E-06
10077,0.0001144342
10078,0.9999723434
10079,2.22235448745778E-05
1007,0.9999687672
10080,0.9999991059
10081,0.0874784291
10082,1.07283549368731E-05
10083,7.97294035237428E-08
10084,0.9999998808
10085,0.9999943972
10086,0.999997437
10087,0.9999904037
10088,7.06687715137377E-05
10089,0.0053363997
1008,9.37519234867068E-06
10090,0.0063992795
10091,0.0008865149
10092,0.9984602928
10093,0.2389155477
10094,0.9999859333
10095,0.0001206814
10096,0.9999713898
10097,0.9999830723
10098,0.9999802113
10099,2.82292039628373E-05
1009,0.9999925494
100,0.0057424637
10100,0.9999974966
10101,0.9999969602
10102,0.0004437098
